order_id,order_date,product,quantity,price,revenue,region,channel
1131,2024-01-05,Prod_13,1,16.37,16.37,South,Store
1132,2024-01-05,Prod_10,1,80.35,80.35,South,Store
1133,2024-01-05,Prod_15,1,46.84,46.84,East,Online
1134,2024-01-05,Prod_11,3,61.88,185.64,North,Online
1135,2024-01-05,Prod_4,2,106.97,213.94,East,Store
1136,2024-01-05,Prod_13,4,18.45,73.8,South,Online
1137,2024-01-05,Prod_15,2,81.76,163.52,South,Online
1138,2024-01-05,Prod_2,4,28.19,112.76,West,Online
1139,2024-01-05,Prod_3,3,35.75,107.25,South,Online
1140,2024-01-05,Prod_4,3,20.99,62.97,North,Store
1141,2024-01-05,Prod_8,4,72.67,290.68,East,Store
1142,2024-01-05,Prod_10,3,41.83,125.49,South,Online
1143,2024-01-05,Prod_1,4,52.84,211.36,West,Store
1144,2024-01-05,Prod_13,2,91.41,182.82,East,Store
1145,2024-01-05,Prod_8,2,58.39,116.78,South,Online
1146,2024-01-05,Prod_6,1,93.15,93.15,East,Online
1147,2024-01-05,Prod_6,1,24.2,24.2,North,Store
1148,2024-01-05,Prod_6,3,35.22,105.66,East,Online
1149,2024-01-05,Prod_7,2,72.79,145.58,East,Store
1150,2024-01-05,Prod_5,4,53.36,213.44,West,Store
1151,2024-01-06,Prod_8,3,102.51,307.53,West,Store
1152,2024-01-06,Prod_2,1,80.58,80.58,South,Online
1153,2024-01-06,Prod_15,3,102.13,306.39,West,Online
1154,2024-01-06,Prod_13,3,76.25,228.75,South,Online
1155,2024-01-06,Prod_5,1,81.85,81.85,South,Store
1156,2024-01-06,Prod_13,2,97.9,195.8,South,Store
1157,2024-01-06,Prod_10,1,59.77,59.77,West,Store
1158,2024-01-06,Prod_7,4,9.51,38.04,South,Online
1159,2024-01-06,Prod_6,1,70.15,70.15,East,Store
1160,2024-01-06,Prod_1,4,77.25,309.0,West,Online
1161,2024-01-06,Prod_14,1,69.08,69.08,West,Online
1162,2024-01-06,Prod_15,3,74.34,223.02,North,Online
1163,2024-01-06,Prod_11,4,75.8,303.2,North,Store
1164,2024-01-06,Prod_8,2,92.07,184.14,North,Online
1165,2024-01-06,Prod_7,2,32.11,64.22,West,Online
1166,2024-01-06,Prod_11,1,44.48,44.48,East,Store
1167,2024-01-06,Prod_9,4,40.15,160.6,South,Online
1168,2024-01-06,Prod_2,3,105.77,317.31,East,Online
1169,2024-01-06,Prod_1,2,93.95,187.9,South,Online
1170,2024-01-06,Prod_2,2,17.38,34.76,North,Online
1171,2024-01-06,Prod_5,2,68.28,136.56,South,Online
1172,2024-01-06,Prod_14,4,81.44,325.76,South,Online
1173,2024-01-06,Prod_6,4,28.33,113.32,South,Store
1174,2024-01-06,Prod_5,3,78.52,235.56,East,Store
1175,2024-01-06,Prod_1,2,29.93,59.86,South,Online
1176,2024-01-06,Prod_6,4,32.91,131.64,East,Store
1177,2024-01-06,Prod_9,4,53.65,214.6,South,Store
1178,2024-01-06,Prod_9,3,89.39,268.17,West,Store
1179,2024-01-06,Prod_8,1,64.41,64.41,North,Store
1180,2024-01-06,Prod_5,4,56.71,226.84,South,Online
1181,2024-01-06,Prod_15,4,19.79,79.16,North,Online
1182,2024-01-06,Prod_9,1,55.24,55.24,South,Online
1183,2024-01-06,Prod_1,1,17.6,17.6,South,Online
1184,2024-01-06,Prod_14,3,29.67,89.01,South,Online
1185,2024-01-06,Prod_4,2,13.16,26.32,North,Store
1186,2024-01-06,Prod_3,1,56.28,56.28,South,Online
1187,2024-01-06,Prod_7,2,80.16,160.32,West,Online
1188,2024-01-06,Prod_4,2,36.04,72.08,South,Store
1189,2024-01-06,Prod_6,1,37.42,37.42,West,Online
1190,2024-01-06,Prod_8,2,78.6,157.2,North,Online
1191,2024-01-06,Prod_5,1,95.29,95.29,North,Online
1192,2024-01-06,Prod_13,1,15.51,15.51,East,Online
1193,2024-01-06,Prod_2,3,67.07,201.21,West,Online
1194,2024-01-06,Prod_5,4,66.82,267.28,North,Store
1195,2024-01-07,Prod_13,2,92.29,184.58,South,Store
1196,2024-01-07,Prod_4,4,47.35,189.4,West,Online
1197,2024-01-07,Prod_15,3,67.07,201.21,North,Online
1198,2024-01-07,Prod_12,3,15.42,46.26,North,Online
1199,2024-01-07,Prod_5,2,23.72,47.44,East,Store
1200,2024-01-07,Prod_1,2,37.13,74.26,West,Online
1201,2024-01-07,Prod_12,1,21.65,21.65,East,Online
1202,2024-01-07,Prod_2,4,105.22,420.88,North,Online
1203,2024-01-07,Prod_8,3,66.54,199.62,North,Store
1204,2024-01-07,Prod_15,1,60.94,60.94,East,Online
1205,2024-01-07,Prod_14,3,66.48,199.44,North,Store
1206,2024-01-07,Prod_1,4,8.73,34.92,East,Online
1207,2024-01-07,Prod_13,4,29.1,116.4,East,Online
1208,2024-01-07,Prod_14,3,74.37,223.11,East,Online
1209,2024-01-07,Prod_6,2,99.42,198.84,South,Online
1210,2024-01-07,Prod_12,4,83.62,334.48,South,Online
1211,2024-01-07,Prod_1,4,91.52,366.08,South,Store
1212,2024-01-07,Prod_2,2,102.35,204.7,North,Online
1213,2024-01-07,Prod_3,4,94.7,378.8,North,Online
1214,2024-01-07,Prod_13,4,88.44,353.76,South,Online
1215,2024-01-07,Prod_12,1,77.46,77.46,West,Online
1216,2024-01-07,Prod_12,2,93.88,187.76,West,Store
1217,2024-01-07,Prod_2,3,30.42,91.26,East,Online
1218,2024-01-07,Prod_2,1,46.83,46.83,East,Store
1219,2024-01-07,Prod_15,3,40.32,120.96,East,Online
1220,2024-01-07,Prod_6,2,63.17,126.34,West,Online
1221,2024-01-07,Prod_7,1,41.83,41.83,South,Online
1222,2024-01-07,Prod_3,2,73.03,146.06,South,Store
1223,2024-01-07,Prod_3,3,17.4,52.2,West,Store
1224,2024-01-07,Prod_4,2,32.2,64.4,North,Online
1225,2024-01-07,Prod_5,1,32.65,32.65,North,Online
1226,2024-01-07,Prod_8,1,72.99,72.99,South,Online
1227,2024-01-07,Prod_15,1,38.0,38.0,West,Store
1228,2024-01-07,Prod_4,4,106.53,426.12,West,Store
1229,2024-01-07,Prod_14,3,23.09,69.27,South,Online
1230,2024-01-07,Prod_2,2,91.35,182.7,East,Online
1231,2024-01-07,Prod_2,3,35.06,105.18,North,Store
1232,2024-01-07,Prod_3,2,77.84,155.68,North,Online
1233,2024-01-07,Prod_9,4,84.2,336.8,West,Online
1234,2024-01-07,Prod_7,3,17.46,52.38,West,Online
1235,2024-01-07,Prod_15,2,90.42,180.84,North,Online
1236,2024-01-07,Prod_4,1,36.3,36.3,East,Store
1237,2024-01-07,Prod_7,3,38.24,114.72,South,Online
1238,2024-01-07,Prod_14,2,25.32,50.64,West,Store
1239,2024-01-07,Prod_4,1,62.18,62.18,South,Online
1240,2024-01-07,Prod_12,2,49.28,98.56,North,Online
1241,2024-01-07,Prod_9,1,57.79,57.79,West,Online
1242,2024-01-07,Prod_15,2,29.73,59.46,North,Online
1243,2024-01-07,Prod_9,2,99.1,198.2,South,Store
1244,2024-01-07,Prod_2,1,49.04,49.04,South,Online
1245,2024-01-07,Prod_7,4,83.74,334.96,East,Online
1246,2024-01-07,Prod_15,4,97.46,389.84,South,Online
1247,2024-01-07,Prod_3,4,83.47,333.88,East,Store
1248,2024-01-07,Prod_6,3,26.14,78.42,West,Online
1249,2024-01-07,Prod_12,2,8.22,16.44,West,Online
1250,2024-01-07,Prod_10,4,50.53,202.12,North,Online
1251,2024-01-07,Prod_1,4,44.33,177.32,West,Online
1252,2024-01-07,Prod_10,2,50.8,101.6,East,Online
1253,2024-01-07,Prod_11,1,102.26,102.26,South,Online
1254,2024-01-08,Prod_2,3,91.37,274.11,North,Online
1255,2024-01-08,Prod_5,4,79.21,316.84,West,Online
1256,2024-01-08,Prod_12,3,36.74,110.22,West,Online
1257,2024-01-08,Prod_12,3,46.3,138.9,East,Store
1258,2024-01-08,Prod_9,3,98.17,294.51,South,Store
1259,2024-01-08,Prod_7,2,44.77,89.54,South,Online
1260,2024-01-08,Prod_13,1,68.41,68.41,East,Store
1261,2024-01-08,Prod_5,1,39.02,39.02,North,Store
1262,2024-01-08,Prod_15,4,33.43,133.72,East,Online
1263,2024-01-08,Prod_14,2,23.17,46.34,North,Store
1264,2024-01-08,Prod_14,4,29.24,116.96,South,Store
1265,2024-01-08,Prod_12,4,65.96,263.84,North,Store
1266,2024-01-08,Prod_1,2,99.73,199.46,South,Store
1267,2024-01-08,Prod_9,1,50.01,50.01,West,Store
1268,2024-01-08,Prod_6,2,94.91,189.82,West,Online
1269,2024-01-08,Prod_13,3,51.53,154.59,East,Online
1270,2024-01-08,Prod_13,1,91.7,91.7,West,Store
1271,2024-01-08,Prod_15,4,80.77,323.08,West,Store
1272,2024-01-08,Prod_2,2,54.36,108.72,North,Store
1273,2024-01-08,Prod_10,2,31.49,62.98,East,Online
1274,2024-01-08,Prod_5,1,85.53,85.53,West,Online
1275,2024-01-08,Prod_6,1,37.93,37.93,West,Store
1276,2024-01-08,Prod_4,1,86.56,86.56,North,Online
1277,2024-01-08,Prod_7,4,24.3,97.2,North,Online
1278,2024-01-08,Prod_7,3,94.63,283.89,West,Online
1279,2024-01-08,Prod_15,1,85.12,85.12,North,Store
1280,2024-01-08,Prod_4,3,23.63,70.89,West,Online
1281,2024-01-08,Prod_3,2,60.46,120.92,South,Store
1282,2024-01-08,Prod_12,3,102.24,306.72,West,Online
1283,2024-01-08,Prod_2,1,80.15,80.15,West,Online
1284,2024-01-08,Prod_5,2,48.35,96.7,North,Store
1285,2024-01-08,Prod_12,2,82.81,165.62,West,Store
1286,2024-01-08,Prod_15,2,40.55,81.1,East,Store
1287,2024-01-08,Prod_3,2,92.84,185.68,North,Store
1288,2024-01-08,Prod_14,1,24.58,24.58,South,Online
1289,2024-01-08,Prod_8,1,11.05,11.05,South,Store
1290,2024-01-08,Prod_2,1,72.96,72.96,West,Online
1291,2024-01-08,Prod_1,1,88.78,88.78,West,Online
1292,2024-01-09,Prod_13,1,42.48,42.48,East,Online
1293,2024-01-09,Prod_2,2,58.9,117.8,West,Online
1294,2024-01-09,Prod_12,2,28.82,57.64,North,Store
1295,2024-01-09,Prod_6,4,14.17,56.68,North,Online
1296,2024-01-09,Prod_2,1,48.86,48.86,West,Online
1297,2024-01-09,Prod_13,4,47.63,190.52,South,Store
1298,2024-01-09,Prod_10,4,89.92,359.68,North,Online
1299,2024-01-09,Prod_15,2,37.46,74.92,East,Online
1300,2024-01-09,Prod_10,3,85.71,257.13,East,Online
1301,2024-01-09,Prod_9,3,69.15,207.45,South,Online
1302,2024-01-09,Prod_1,2,79.0,158.0,West,Online
1303,2024-01-09,Prod_7,1,31.72,31.72,South,Online
1304,2024-01-09,Prod_6,2,70.28,140.56,North,Online
1305,2024-01-09,Prod_9,1,96.98,96.98,East,Online
1306,2024-01-09,Prod_4,4,57.65,230.6,South,Store
1307,2024-01-09,Prod_14,2,30.44,60.88,East,Online
1308,2024-01-09,Prod_1,2,27.34,54.68,North,Online
1309,2024-01-09,Prod_11,1,28.73,28.73,North,Store
1310,2024-01-09,Prod_7,1,40.27,40.27,North,Online
1311,2024-01-09,Prod_5,2,66.0,132.0,North,Store
1312,2024-01-09,Prod_4,1,22.48,22.48,North,Online
1313,2024-01-09,Prod_14,2,21.59,43.18,West,Store
1314,2024-01-09,Prod_10,1,56.98,56.98,West,Online
1315,2024-01-09,Prod_13,1,35.77,35.77,West,Online
1316,2024-01-09,Prod_7,4,22.18,88.72,West,Online
1317,2024-01-09,Prod_13,3,97.23,291.69,South,Online
1318,2024-01-09,Prod_8,4,23.16,92.64,South,Online
1319,2024-01-09,Prod_9,4,94.28,377.12,East,Online
1320,2024-01-09,Prod_2,3,51.99,155.97,East,Store
1321,2024-01-09,Prod_7,4,43.19,172.76,South,Online
1322,2024-01-09,Prod_14,4,53.87,215.48,East,Online
1323,2024-01-09,Prod_9,2,44.84,89.68,South,Online
1324,2024-01-09,Prod_5,2,76.7,153.4,South,Online
1325,2024-01-09,Prod_3,4,79.78,319.12,North,Store
1326,2024-01-09,Prod_9,4,68.75,275.0,East,Online
1327,2024-01-09,Prod_14,3,47.29,141.87,West,Online
1328,2024-01-09,Prod_15,4,13.66,54.64,East,Online
1329,2024-01-09,Prod_1,1,77.63,77.63,West,Online
1330,2024-01-10,Prod_4,2,13.52,27.04,West,Online
1331,2024-01-10,Prod_14,4,45.44,181.76,East,Online
1332,2024-01-10,Prod_11,1,85.62,85.62,South,Online
1333,2024-01-10,Prod_4,4,104.54,418.16,West,Online
1334,2024-01-10,Prod_14,3,93.42,280.26,South,Online
1335,2024-01-10,Prod_6,4,51.77,207.08,East,Store
1336,2024-01-10,Prod_11,3,52.37,157.11,South,Online
1337,2024-01-10,Prod_2,1,86.5,86.5,West,Online
1338,2024-01-10,Prod_11,2,95.06,190.12,North,Online
1339,2024-01-10,Prod_8,2,76.56,153.12,North,Store
1340,2024-01-10,Prod_2,2,69.78,139.56,North,Online
1341,2024-01-10,Prod_15,3,30.36,91.08,North,Online
1342,2024-01-10,Prod_8,2,20.2,40.4,West,Online
1343,2024-01-10,Prod_4,4,105.57,422.28,North,Store
1344,2024-01-10,Prod_15,4,70.25,281.0,South,Online
1345,2024-01-10,Prod_6,1,56.79,56.79,West,Store
1346,2024-01-10,Prod_10,1,74.05,74.05,South,Store
1347,2024-01-10,Prod_6,1,94.91,94.91,West,Online
1348,2024-01-10,Prod_5,1,87.3,87.3,North,Online
1349,2024-01-10,Prod_2,4,64.91,259.64,South,Online
1350,2024-01-10,Prod_15,1,102.03,102.03,South,Online
1351,2024-01-11,Prod_5,1,16.96,16.96,West,Store
1352,2024-01-11,Prod_15,3,102.71,308.13,West,Store
1353,2024-01-11,Prod_13,3,80.6,241.8,South,Online
1354,2024-01-11,Prod_2,4,103.32,413.28,East,Online
1355,2024-01-11,Prod_14,2,46.7,93.4,South,Online
1356,2024-01-11,Prod_7,1,13.36,13.36,West,Online
1357,2024-01-11,Prod_2,1,69.16,69.16,North,Online
1358,2024-01-11,Prod_14,4,102.69,410.76,North,Online
1359,2024-01-11,Prod_4,3,105.83,317.49,North,Online
1360,2024-01-11,Prod_15,2,16.02,32.04,North,Online
1361,2024-01-11,Prod_3,2,59.04,118.08,East,Online
1362,2024-01-11,Prod_14,3,68.69,206.07,West,Store
1363,2024-01-11,Prod_13,1,13.61,13.61,North,Online
1364,2024-01-11,Prod_6,3,41.94,125.82,West,Online
1365,2024-01-11,Prod_15,2,40.47,80.94,East,Store
1366,2024-01-11,Prod_3,1,29.72,29.72,East,Online
1367,2024-01-11,Prod_7,3,23.85,71.55,North,Online
1368,2024-01-11,Prod_15,3,58.28,174.84,South,Store
1369,2024-01-11,Prod_8,1,56.4,56.4,South,Online
1370,2024-01-11,Prod_8,3,32.66,97.98,East,Online
1371,2024-01-11,Prod_9,3,56.56,169.68,West,Online
1372,2024-01-11,Prod_15,3,88.11,264.33,East,Store
1373,2024-01-11,Prod_1,4,67.6,270.4,West,Store
1374,2024-01-11,Prod_7,2,68.94,137.88,East,Store
1375,2024-01-11,Prod_6,3,46.38,139.14,West,Online
1376,2024-01-11,Prod_6,1,49.67,49.67,North,Store
1377,2024-01-11,Prod_12,2,26.87,53.74,East,Store
1378,2024-01-11,Prod_2,1,36.9,36.9,North,Store
1379,2024-01-11,Prod_14,4,28.78,115.12,North,Online
1380,2024-01-11,Prod_3,1,80.25,80.25,East,Online
1381,2024-01-11,Prod_14,4,55.45,221.8,North,Online
1382,2024-01-11,Prod_6,1,18.09,18.09,East,Store
1383,2024-01-11,Prod_5,1,53.71,53.71,West,Store
1384,2024-01-11,Prod_2,1,53.58,53.58,West,Online
1385,2024-01-11,Prod_13,2,21.75,43.5,South,Online
1386,2024-01-11,Prod_6,3,77.42,232.26,South,Online
1387,2024-01-11,Prod_4,2,54.69,109.38,South,Online
1388,2024-01-11,Prod_2,4,83.5,334.0,West,Online
1389,2024-01-11,Prod_4,3,95.38,286.14,West,Store
1390,2024-01-11,Prod_10,2,93.32,186.64,West,Online
1391,2024-01-12,Prod_12,1,9.5,9.5,South,Online
1392,2024-01-12,Prod_8,2,64.98,129.96,East,Store
1393,2024-01-12,Prod_15,1,31.39,31.39,West,Store
1394,2024-01-12,Prod_12,4,90.93,363.72,West,Online
1395,2024-01-12,Prod_2,2,36.47,72.94,East,Store
1396,2024-01-12,Prod_7,2,58.92,117.84,North,Online
1397,2024-01-12,Prod_4,1,18.5,18.5,West,Online
1398,2024-01-12,Prod_1,4,71.73,286.92,North,Online
1399,2024-01-12,Prod_4,4,38.15,152.6,West,Online
1400,2024-01-12,Prod_5,3,85.38,256.14,North,Online
1401,2024-01-12,Prod_6,4,31.14,124.56,South,Online
1402,2024-01-12,Prod_11,2,85.7,171.4,West,Online
1403,2024-01-12,Prod_12,4,28.24,112.96,North,Online
1404,2024-01-12,Prod_6,4,9.67,38.68,North,Online
1405,2024-01-12,Prod_11,4,20.46,81.84,South,Store
1406,2024-01-12,Prod_3,2,25.94,51.88,North,Online
1407,2024-01-12,Prod_7,2,87.87,175.74,East,Store
1408,2024-01-12,Prod_3,4,47.13,188.52,South,Store
1409,2024-01-12,Prod_2,1,80.33,80.33,West,Online
1410,2024-01-12,Prod_7,2,25.05,50.1,North,Online
1411,2024-01-12,Prod_4,2,88.63,177.26,West,Store
1412,2024-01-12,Prod_10,2,33.04,66.08,North,Online
1413,2024-01-12,Prod_1,4,45.19,180.76,North,Store
1414,2024-01-12,Prod_10,2,10.34,20.68,North,Store
1415,2024-01-12,Prod_7,4,26.04,104.16,West,Store
1416,2024-01-12,Prod_4,4,34.63,138.52,North,Store
1417,2024-01-12,Prod_9,2,70.8,141.6,West,Online
1418,2024-01-12,Prod_2,4,100.16,400.64,East,Online
1419,2024-01-12,Prod_1,4,57.11,228.44,East,Store
1420,2024-01-12,Prod_3,3,35.35,106.05,North,Online
1421,2024-01-12,Prod_5,3,56.0,168.0,East,Online
1422,2024-01-12,Prod_13,4,91.75,367.0,North,Store
1423,2024-01-12,Prod_5,3,57.69,173.07,North,Store
1424,2024-01-12,Prod_7,4,74.57,298.28,West,Store
1425,2024-01-12,Prod_6,2,66.63,133.26,South,Store
1426,2024-01-12,Prod_4,1,52.18,52.18,West,Online
1427,2024-01-12,Prod_8,4,47.36,189.44,West,Store
1428,2024-01-12,Prod_12,2,81.17,162.34,South,Store
1429,2024-01-12,Prod_5,3,86.81,260.43,North,Online
1430,2024-01-12,Prod_14,3,63.53,190.59,South,Online
1431,2024-01-12,Prod_7,2,88.18,176.36,North,Online
1432,2024-01-12,Prod_7,4,10.83,43.32,East,Online
1433,2024-01-12,Prod_8,4,81.88,327.52,West,Online
1434,2024-01-12,Prod_9,3,86.03,258.09,North,Online
1435,2024-01-12,Prod_7,1,97.06,97.06,East,Store
1436,2024-01-12,Prod_6,3,56.5,169.5,South,Online
1437,2024-01-12,Prod_1,3,26.15,78.45,West,Store
1438,2024-01-12,Prod_1,2,61.97,123.94,North,Store
1439,2024-01-12,Prod_3,4,95.58,382.32,South,Online
1440,2024-01-12,Prod_5,1,16.55,16.55,North,Online
1441,2024-01-12,Prod_1,4,14.04,56.16,North,Store
1442,2024-01-12,Prod_12,3,81.57,244.71,East,Store
1443,2024-01-12,Prod_5,3,57.6,172.8,East,Online
1444,2024-01-12,Prod_11,2,56.43,112.86,North,Store
1445,2024-01-12,Prod_12,2,22.59,45.18,North,Store
1446,2024-01-13,Prod_5,4,89.36,357.44,North,Store
1447,2024-01-13,Prod_11,1,32.58,32.58,East,Store
1448,2024-01-13,Prod_5,1,62.04,62.04,North,Online
1449,2024-01-13,Prod_5,2,65.98,131.96,East,Online
1450,2024-01-13,Prod_10,2,71.1,142.2,East,Online
